attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,classification
41,61,835212,394675,36778,57577,36778,18501,7083,633189,1
30,57,591388,181965,9774,14890,9774,10706,8090,147895,1
24,51,69447,51169,7159,2784,7159,1897,1421,39690,1
26,57,791464,38823,43569,5871,43569,5166,7427,158961,1
27,61,338660,153699,21185,34252,21185,9425,7532,621234,1
51,67,731353,15288,6386,9102,6386,20342,15497,580422,1
51,75,407878,131611,16146,46711,16146,6648,10210,646044,1
48,66,1253133,372495,104541,61808,104541,26282,9005,675767,1
53,63,309276,25516,3474,1974,3474,2527,1193,31701,1
30,60,633869,179129,17649,23868,17649,13141,4219,161388,1
48,63,1208559,85136,75144,26340,75144,39489,69927,586636,1
47,69,1776796,67610,42303,49101,42303,6243,2901,142717,1
44,69,2015720,345522,34386,41788,34386,25680,14655,540469,1
40,61,529938,714762,29127,22912,29127,23584,11218,124087,1
27,54,144630,15562,2623,2873,2623,1390,1165,38953,1
37,40,594919,30778,3051,1753,3051,3457,950,31636,1
43,41,225581,234723,27605,40097,27605,37814,22749,538176,1
35,37,150178,77397,1153,998,1153,1030,1029,34163,1
43,48,1256276,13870,27004,18514,27004,9106,2150,133796,1
24,47,61885,86020,3856,6855,3856,1233,2118,34500,1
13,40,1140061,221211,17255,6620,17255,7870,3025,146133,1
26,63,1768826,499496,154434,197533,154434,46010,104215,501819,1
26,63,3009653,138477,67970,20332,67970,12875,11245,14855,1
16,50,873601,82004,13277,9238,13277,5527,3027,4402,1
41,51,613137,75354,4674,11039,4674,16472,8135,6243,1
51,61,1339873,123610,37899,33202,37899,18360,19261,38976,1
35,48,358169,179897,7513,8976,7513,1886,5399,6151,1
35,53,1604333,302066,69014,78997,69014,22840,8660,84359,1
21,50,2006742,1737580,89176,154496,89176,94983,41174,390591,1
26,54,1219684,23144,18906,9957,18906,7851,9881,9175,1
34,53,607417,857237,57300,5074,57300,18645,15479,9757,1
30,51,381440,98052,6293,26787,6293,6878,9352,6057,1
35,63,214914,6634,3122,1448,3122,625,419,1033,1
40,60,366048,16867,14919,7560,14919,11376,13399,22283,1
47,66,1434512,540712,90623,37265,90623,30225,21847,46257,1
50,60,1601956,684451,35720,67312,35720,51059,48014,84811,1
64,61,19627,25818,38996,10621,38996,25957,28705,75783,1
61,57,432072,79718,25523,4367,25523,23883,9786,37429,1
93,77,102181,10574,8666,9552,8666,4205,4937,26547,1
97,78,16128,15277,13570,31508,13570,31496,11863,95254,1
96,83,752406,106563,65493,26204,65493,33867,21861,99322,1
81,75,932555,54221,3874,6013,3874,7503,3163,28755,1
74,70,15200,26826,7415,28547,7415,18123,9490,67207,1
70,74,8000,27283,20710,19173,20710,12211,16218,85161,1
88,83,9295,23976,29719,3769,29719,40916,11365,94094,1
90,70,226885,50496,12346,1256,12346,9068,2032,19029,1
94,77,14120,22058,51560,14082,51560,37524,18161,112621,1
91,83,95479,10676,21263,5809,21263,4543,2385,34065,1
75,88,39217,55377,46267,47388,46267,18357,12647,62928,1
75,100,7443,15918,22626,14674,22626,12636,16361,88344,1
91,87,8257,18333,7617,1982,7617,23708,7879,68804,1
84,63,343125,333122,10314,5944,10314,18039,12154,83797,1
90,60,9613,13258,28234,14587,28234,21436,6665,77729,1
81,54,76632,152096,42955,23790,42955,23868,9726,109686,1
69,69,8328,30995,142030,41790,142030,46633,15301,66571,1
93,90,3675,11300,6746,21184,6746,26030,7177,119811,1
96,88,9078,24133,41832,15329,41832,39084,7181,72162,1
100,94,2268,8585,15258,19233,15258,13543,14850,91857,1
100,87,2010,17198,16750,25585,16750,27070,10902,91998,1
100,93,6045,3731,5929,40885,5929,18338,10895,76074,1
100,90,3252,15455,15430,5838,15430,12732,5064,90734,1
100,88,8133,16148,3707,25643,3707,13386,6697,113641,1
100,81,35145,10929,4343,2362,4343,8460,8316,98074,1
100,64,1695,28955,6258,2776,6258,14421,8911,113954,1
93,61,22368,20849,2237,6353,2237,3043,3951,146700,1
88,57,8925,21971,19080,4522,19080,8098,3735,123420,1
75,67,46543,24330,24184,10164,24184,7292,4165,129822,1
78,67,8664,24566,4439,5912,4439,18938,6401,137750,1
100,81,13216,9895,2640,16793,2640,18441,5089,140806,1
100,80,336331,17519,12200,53875,12200,23577,4737,147571,1
100,83,3234,22185,18147,11872,18147,20511,3538,117326,1
100,80,185273,42797,36036,7470,36036,21057,7182,104054,1
90,90,32542,39705,141587,5301,141587,25715,4937,137261,1
60,100,13326,60363,208869,14546,208869,16271,12913,141409,1
53,100,6301,12498,129891,27114,129891,25018,4733,173611,1
48,100,7067,23312,18800,24155,18800,6014,3705,132633,1
48,100,6883,29151,36316,15011,36316,9019,5333,112276,1
57,100,5374,27872,42087,14910,42087,13418,5419,139548,1
50,91,1396,93881,7944,27897,7944,8191,1971,169013,1
63,77,89296,17297,7356,1507,7356,3471,1575,38977,1
66,78,6930,24127,50147,22815,50147,21145,4357,163420,1
77,74,8715,42084,6132,5347,6132,9342,6173,160946,1
74,81,216,22332,31173,26380,31173,14201,7538,146577,1
64,91,7627,24483,71541,18589,71541,6949,7223,146124,1
78,78,13688,12996,4460,3379,4460,17487,4786,97741,1
70,87,28691,14695,8881,24182,8881,4636,4641,157439,1
67,83,8229,27244,27621,10094,27621,2931,6003,166342,1
60,88,12225,21903,16386,6463,16386,15495,5346,164444,1
60,93,3646,19105,91338,12240,91338,18032,19976,175843,1
61,91,1350784,19985,21750,1001,21750,4995,3486,30640,1
81,93,8058,5874,28808,27386,28808,24593,8024,161734,1
64,100,32854,5844,135382,16369,135382,10857,5877,146056,1
63,100,5828,37952,29421,22909,29421,11457,2404,172631,1
66,100,2921,18842,113158,26030,113158,25326,4963,195310,1
50,100,2002,24290,111404,5358,111404,9019,5871,150222,1
57,100,7156,10490,88666,19040,88666,21091,5732,178938,1
57,97,3548,88775,61008,7382,61008,16829,7647,154498,1
53,93,13870,39009,75029,11552,75029,14329,4930,163096,1
60,88,6395,35030,91786,9202,91786,15419,11645,139276,1
63,80,1915,14860,17269,8208,17269,10688,6266,174878,1
64,83,19420,23492,26644,11491,26644,9120,2106,145806,1
84,77,6906,7941,11801,11211,11801,32345,4243,148417,1
96,64,10462,51238,17845,5683,17845,36008,10610,146625,1
97,61,466642,36399,15229,10765,15229,25483,4639,168234,1
100,57,5795,45951,14760,19044,14760,21889,4076,137224,1
84,64,1298,10714,17032,12152,17032,4779,4755,157016,1
77,74,11715,22127,12868,21533,12868,10843,6657,157903,1
63,78,5311,43849,38126,10940,38126,8936,3818,159434,1
66,78,23443,11079,12189,5184,12189,9944,3271,170304,1
66,80,453138,17889,27762,31955,27762,11128,13287,184136,1
51,67,1008089,444299,18230,60959,18230,20078,19950,109490,1
51,67,96089,14582,10395,18171,10395,7058,2537,1378,1
51,67,1115903,32674,3090,31864,3090,12555,4745,3066,1
56,60,1154703,317774,36627,57053,36627,64115,41270,32845,1
50,63,386820,20891,22375,12945,22375,10357,6512,17729,1
50,53,868422,166579,54195,28444,54195,35184,22879,42056,1
57,57,448352,69540,18588,8848,18588,7728,5926,12842,1
63,60,438726,112674,20193,25592,20193,44879,18626,28713,1
57,53,333472,30181,18057,4312,18057,5988,10184,10156,1
63,51,63355,34340,9115,3791,9115,10118,4474,6195,1
64,48,88676,175745,35064,10243,35064,25929,9167,27379,1
77,50,72976,13158,26020,16260,26020,93067,20359,27613,1
80,50,329948,142369,59130,13451,59130,48622,14574,27888,1
77,63,6710,23332,134114,6437,134114,34261,13563,24258,1
90,63,401575,54758,23348,7034,23348,54144,15937,43550,1
81,64,17157,28042,12438,14592,12438,38430,23622,44973,1
77,78,14941,14696,77020,36171,77020,12903,13815,42397,1
78,75,9373,8379,13604,19676,13604,10752,7206,54149,1
66,83,5124,30124,19414,16143,19414,11700,8419,29100,1
56,93,6223,15976,42720,15008,42720,15052,10530,45087,1
74,78,7102,10495,10314,4685,10314,19855,18080,51397,1
63,66,32240,52769,8776,7136,8776,5617,22625,21943,1
61,61,11687,86180,26004,13409,26004,19597,6328,57198,1
48,51,40004,63618,7111,13399,7111,6857,11080,49303,1
61,56,16472,21752,5855,16714,5855,14015,7876,39171,1
74,60,40755,10506,5176,17129,5176,24284,8453,35820,1
61,53,30022,74018,15932,5141,15932,9231,20206,42988,1
66,60,40512,33206,32145,10301,32145,11679,14858,69087,1
67,57,16427,29904,9445,16741,9445,20118,5963,49228,1
63,54,6767,32052,8250,12777,8250,20540,6418,59742,1
75,64,10788,12087,18135,7177,18135,15164,8824,64931,1
81,63,31348,10809,38812,31505,38812,23382,5535,82158,1
80,61,70835,27851,16212,1745,16212,16811,10087,54825,1
70,48,796261,278158,23596,16116,23596,42228,55075,41965,1
70,54,589890,42770,9738,21040,9738,27466,13340,6408,1
66,41,34918,26698,5210,2628,5210,5974,11708,1253,1
63,43,342054,85522,27427,33273,27427,34684,44422,35746,1
64,43,130193,73656,4747,4507,4747,12643,7353,12951,1
53,37,127892,161506,11827,20267,11827,18536,16049,73920,1
54,41,5917,34900,13332,38735,13332,15082,8774,76100,1
51,53,14708,8527,32820,33454,32820,13884,10736,102832,1
50,69,113764,14885,19115,4424,19115,4201,1101,27085,1
67,78,4865,4798,15496,14057,15496,34069,6114,95149,1
70,84,2663,27167,53309,36563,53309,26900,7303,130504,1
66,75,12525,37214,56463,88909,56463,12139,5381,112511,1
50,74,69577,21489,7486,5408,7486,5036,2675,23783,1
40,74,11625,46479,69067,9707,69067,10828,7204,88400,1
34,83,3802,32295,79728,13955,79728,10578,4934,103362,1
44,75,15359,19423,7503,10154,7503,9955,8442,109265,1
57,75,3064,22687,7191,25747,7191,31289,3205,66908,1
70,69,4940,24538,16388,14655,16388,21841,4996,101689,1
77,54,170665,98774,8355,13607,8355,17528,10798,84729,1
54,60,7656,35359,13854,7741,13854,8132,7791,118429,1
50,61,5242,12266,2329,13361,2329,6982,2246,96866,1
50,60,5310,46866,2578,5401,2578,7259,7588,123429,1
57,51,13221,31440,2618,15730,2618,10211,1974,125628,1
61,50,6228,19309,2733,10032,2733,7484,3775,85603,1
61,53,30184,14321,16033,11051,16033,11835,4326,93152,1
69,63,11980,27494,20373,22810,20373,23270,8780,75976,1
70,70,23112,15641,39049,3753,39049,15686,6271,102852,1
78,75,9952,9360,8025,2031,8025,8717,3808,112350,1
81,66,7918,15061,5357,5063,5357,10778,6081,106167,1
83,63,17605,33161,3331,24468,3331,23307,6426,88271,1
80,64,7052,20069,16287,52792,16287,14708,5777,113949,1
63,63,2076471,171227,99871,18775,99871,42666,63893,33433,1
51,63,932417,22252,3609,7774,3609,3819,3374,4489,1
63,51,75033,9711,5304,1739,5304,12422,6596,16821,1
63,51,130492,46291,15003,15221,15003,4581,1176,1090,1
63,51,374229,6579,2170,1022,2170,883,532,2006,1
53,60,979507,98463,66383,32500,66383,10471,13934,30426,1
53,51,130159,110606,18724,4950,18724,23412,9434,67771,1
61,53,85246,38296,13459,25605,13459,19800,12691,41187,1
50,56,60492,25407,9243,29880,9243,13382,7203,40442,1
61,43,126288,113672,10891,5460,10891,26321,15315,49369,1
61,56,19627,14479,7792,43986,7792,12011,8247,26626,1
66,60,5384,11114,27674,13889,27674,21956,10443,37338,1
67,66,9771,20338,74558,23928,74558,29817,3923,36254,1
70,87,9953,5276,48255,13974,48255,20139,7349,26781,1
84,80,7200,18318,15563,3071,15563,32594,10670,36207,1
93,75,8562,10728,2295,26985,2295,41153,5783,46128,1
84,78,5581,21107,79010,10135,79010,9745,9185,40051,1
75,81,7412,27424,160846,7202,160846,16314,6006,37425,1
60,84,10921,59663,40782,12337,40782,15338,9802,26624,1
41,87,3529,116866,77807,13801,77807,24910,5225,21419,1
37,78,341644,25628,20694,4337,20694,2577,1137,9420,1
40,78,7260,12507,81667,6533,81667,14991,5546,45844,1
44,81,1730,15033,23026,5136,23026,9269,2721,28074,1
43,87,11299,13034,13196,10709,13196,4286,3772,43499,1
54,78,18440,24150,4339,5427,4339,6630,2919,42163,1
57,61,10057,18513,1007,3884,1007,5957,3129,28685,1
67,48,7222,12669,3359,8289,3359,8935,1771,36482,1
66,53,17973,19555,6887,9071,6887,4670,3228,37293,1
61,61,14477,19557,12540,6903,12540,5785,6050,54099,1
60,69,6877,14112,14115,19807,14115,7740,4564,28448,1
51,74,8458,10574,13824,3254,13824,3563,1997,36335,1
60,64,9926,20630,3602,7770,3602,12952,4055,42663,1
67,57,4967,22392,23092,11301,23092,23903,6321,33544,1
75,57,18053,41939,14532,18741,14532,29023,4897,49849,1
84,60,5246,34663,29135,24499,29135,31366,3553,29439,1
69,77,32343,6540,35796,12253,35796,3441,3597,38578,1
69,75,11825,7879,3020,3977,3020,6590,3897,45687,1
63,74,2870,17722,3674,7419,3674,5820,3531,29841,1
60,70,45503,18125,3669,14754,3669,9249,3096,50591,1
67,57,15750,26208,10472,6441,10472,7050,4597,40618,1
60,61,5210,20419,16567,6034,16567,6343,3941,38085,1
56,61,55039,41113,11435,12925,11435,8277,3361,38191,1
51,69,8367,27887,68267,20074,68267,16398,22133,38031,1
43,78,1395241,439589,350979,498144,350979,87286,252049,225581,1
37,69,492539,46325,8207,6362,8207,3453,2645,4370,1
47,75,263010,8900,9612,23805,9612,20652,5082,73426,1
56,61,5746,21099,6072,6047,6072,16819,2061,67104,1
61,53,3305,51484,15698,14686,15698,8772,1967,58378,1
63,70,11922,8045,77417,5173,77417,6569,1726,68794,1
54,69,2544,34209,26076,6412,26076,12424,2097,76523,1
38,81,20620,22287,43736,14151,43736,5747,1819,77372,1
30,96,22861,31291,135942,21484,135942,10647,1174,75858,1
35,80,15386,53988,12746,11123,12746,7141,1786,70735,1
24,91,12973,20178,113512,6702,113512,7966,1465,63564,1
26,80,22992,73387,13939,10615,13939,7909,1691,69845,1
34,69,23291,18784,21995,5155,21995,5273,669,77999,1
26,81,6175,20089,44192,8610,44192,3277,2872,74318,1
24,75,15561,27823,25241,10650,25241,3318,3508,61097,1
30,80,6230,10742,2115,10677,2115,4859,7111,75527,1
41,83,14910,2476,14646,4539,14646,7468,15748,80211,1
53,67,7513,20178,5045,1584,5045,4637,8311,63310,1
54,54,47266,37183,4634,3417,4634,2909,4204,71531,1
43,67,4118,21392,77327,29213,77327,6688,2894,56992,1
34,63,2677,24634,18039,16323,18039,5863,3870,67312,1
26,67,26945,74357,29914,5509,29914,9277,3783,67143,1
40,83,9972,9575,29978,8588,29978,13417,5439,74168,1
44,67,5073,19992,9188,3005,9188,3317,1381,74320,1
51,66,22865,9749,8827,1348,8827,3620,2080,73368,1
56,67,21471,18457,2714,16444,2714,6304,2412,67913,1
53,63,45683,13520,15550,1541,15550,5758,2723,79992,1
50,66,13491,26183,21717,5496,21717,3549,3588,70064,1
40,70,8627,19916,22485,6925,22485,3213,1045,72949,1
44,70,6785,9103,9298,3092,9298,6652,2204,76224,1
41,78,20061,6688,13237,12578,13237,4356,1542,71000,1
40,78,170013,55666,26742,23722,26742,4728,2905,69310,1
38,75,23495,47586,50932,9991,50932,5494,2793,62664,1
30,80,3689,14150,8478,17539,8478,5666,2606,65144,1
17,77,420925,33745,35068,4878,35068,1981,1142,63080,1
26,75,27245,19657,15231,7135,15231,5696,1482,67783,1
34,74,16991,16671,7616,4365,7616,2959,1463,71419,1
24,67,30486,37476,10608,9973,10608,3407,3147,75339,1
26,57,78439,69552,10672,13238,10672,3271,1549,77581,1
23,60,25163,22048,15370,10192,15370,4361,1707,67496,1
17,57,26294,30630,6056,9430,6056,2548,2141,63828,1
17,48,219207,62127,7628,1127,7628,4556,2223,62125,1
20,53,17119,46324,20008,4170,20008,2979,2730,71422,1
20,53,4874,19659,7478,13484,7478,3767,4295,60801,1
10,44,465239,125721,5097,17704,5097,2561,943,76226,1
34,57,7165,15065,4305,19306,4305,16823,686,73893,1
38,61,655,30627,30008,28317,30008,13477,2372,69106,1
61,78,3776,4591,40856,3915,40856,15268,1732,61007,1
61,74,10125,137772,34019,23603,34019,14127,2582,57088,1
54,78,6992,25059,38503,30772,38503,17751,1317,80292,1
47,83,9345,6851,31733,22811,31733,3722,2566,64070,1
34,84,20045,30208,57789,12598,57789,6959,2546,64991,1
23,81,4201,55574,6596,7171,6596,1611,1876,60522,1
16,78,39368,24450,10427,12773,10427,4146,1922,55538,1
16,69,7507,19769,3990,21241,3990,2599,1460,54340,1
16,61,38642,19093,4412,9183,4412,2106,943,80585,1
40,74,17057,9868,14618,9060,14618,10685,1228,58594,1
56,67,10963,7941,3421,7226,3421,14386,5889,71407,1
60,51,4171,40515,1552,1958,1552,3350,2093,82501,1
60,47,6338,19450,2393,4116,2393,1831,2098,71138,1
43,51,9210,18729,48056,5001,48056,3012,2858,55178,1
26,64,26383,2761,19380,31390,19380,6571,1486,73956,1
24,74,30515,33872,2015,7810,2015,2729,1093,70364,1
26,74,30162,32608,3222,10989,3222,4337,2255,73597,1
35,61,30261,41883,6078,12644,6078,7012,3376,87035,1
34,43,15168,38056,2241,6273,2241,3741,1690,66198,1
35,35,22698,64148,1700,4251,1700,6083,6275,65051,1
41,41,30601,12548,32781,4208,32781,9486,3626,62841,1
38,44,143476,70633,9960,20248,9960,5387,7112,12993,1
47,51,1259678,346946,34938,70355,34938,104387,48992,42665,1
34,47,1405919,49588,25589,22315,25589,6367,10386,10315,1
38,41,228567,69294,2902,8813,2902,7291,9256,10438,1
43,50,471812,39404,6475,46677,6475,34548,10984,20203,1
51,47,1863582,154622,34601,21994,34601,42125,23258,23785,1
61,51,565373,55515,53042,16029,53042,27530,24099,39522,1
64,66,90560,14217,22575,8681,22575,7084,5037,6059,1
63,66,585728,85947,55829,20363,55829,46425,8995,31238,1
57,67,343896,169271,24633,57394,24633,29590,23431,35507,1
57,67,241229,32257,35791,32585,35791,21017,15300,67334,1
61,60,9039,46231,9828,21388,9828,15955,8492,29090,1
56,64,32872,30159,61770,2900,61770,17676,18102,31296,1
69,61,23441,14603,8383,5767,8383,15561,14500,37507,1
80,57,31762,13361,15038,11481,15038,26624,10120,37979,1
80,57,1857714,1146162,86301,31957,86301,61881,15147,7454,1
80,57,25889,31595,11498,30628,11498,126385,12683,3407,1
80,57,590368,185965,43498,51420,43498,48209,9571,9996,1
75,64,726349,8551,4665,4479,4665,2343,2019,2242,1
66,64,208676,15469,10787,21900,10787,3619,1486,4303,1
54,70,473226,22895,15143,8135,15143,6123,7338,6806,1
44,77,444835,11647,9318,7846,9318,6345,5848,8979,1
51,78,291155,12202,35061,35628,35061,26188,12732,40852,1
53,66,545816,234806,31507,5699,31507,38039,9530,18203,1
50,75,16409,15220,109403,15848,109403,20525,9095,25835,1
54,70,15621,13441,20529,10846,20529,23561,14505,34434,1
74,63,8521,7495,12246,2221,12246,16194,7989,15587,1
84,64,10218,21720,32565,23337,32565,13685,7323,34662,1
81,63,17831,14964,649,18826,649,12579,5005,36917,1
80,66,5646,3876,1446,11055,1446,10515,28714,14094,1
74,69,135655,14540,5127,3371,5127,4688,1156,10025,1
64,57,37416,127829,31187,14506,31187,13130,5249,27336,1
67,57,651116,13162,2529,17400,2529,15818,13097,21601,1
57,63,171442,8186,9500,28133,9500,9291,3556,24481,1
61,66,11227,12491,10251,15456,10251,12839,4737,17722,1
61,67,24101,40623,5617,5692,5617,10960,11049,19245,1
66,63,6504,17197,21444,7996,21444,16481,12053,39265,1
61,67,6147,13037,26007,10380,26007,8681,6744,26901,1
61,66,16289,14453,18238,10971,18238,6719,10808,16856,1
57,66,29403,25080,10387,229,10387,5375,3126,31084,1
50,69,5191,14367,13692,16314,13692,5823,7196,17916,1
47,63,47180,33826,14446,6945,14446,6947,7195,38841,1
51,61,17249,14853,7068,11196,7068,10185,5989,34731,1
41,74,77898,39859,35831,22024,35831,4172,4835,34934,1
43,67,81281,60837,21607,17776,21607,14756,6058,36090,1
53,67,131133,18259,14917,13849,14917,18567,8836,24303,1
50,75,9077,7940,14019,43057,14019,11500,10202,57520,1
66,74,37026,13697,16871,15819,16871,53055,14342,27147,1
64,81,6433,5004,60855,14180,60855,25818,21482,45870,1
69,70,165065,90070,47865,25392,47865,48860,13139,43004,1
81,69,3545,21208,54436,8026,54436,16406,14174,32568,1
66,77,5924,28115,68049,8315,68049,19180,11272,34838,1
69,69,56663,4992,4054,5400,4054,7172,762,11119,1
75,75,2110,6679,19090,29923,19090,30489,21153,40975,1
78,74,10946,21153,31836,29959,31836,25142,18217,28312,1
66,75,14431,86116,126783,1791,126783,10044,5782,40920,1
44,78,10031,103303,76020,9629,76020,8588,11840,31526,1
44,78,1622,6086,21991,19103,21991,20672,10581,30028,1
50,77,10635,13737,1316,33592,1316,26521,6734,24463,1
57,81,5096,7647,45618,18971,45618,8461,4684,37847,1
69,84,11442,24483,97210,7323,97210,26085,10108,47152,1
63,83,7558,65821,78284,9542,78284,30525,3406,46111,1
57,81,3773,20116,19389,11203,19389,18340,7393,24040,1
54,69,5596,54420,28563,2281,28563,6926,4542,34153,1
57,63,21901,9072,9138,5007,9138,6970,7445,26804,1
53,60,2096,18934,15819,11856,15819,4506,4447,32417,1
48,50,11391,21292,1131,5255,1131,5616,3517,31842,1
47,51,12291,43264,10985,18529,10985,5098,2554,22146,1
43,47,3786,25252,4039,9476,4039,8935,5322,22797,1
51,51,11163,14008,6311,2559,6311,10259,5365,28210,1
61,47,28993,28222,7809,6063,7809,8348,5339,25354,1
60,54,22408,16256,19425,11522,19425,8511,2876,38667,1
